	DateTime	Tweet Id	Text	Username
0	2022-05-30 15:15:36+00:00	1531293253810761740	"“There’s very little economic value. He’s a very, very, very expensive trophy.” – John Skipper on Tom Brady’s 10-year, $375 million contract with Fox Sports. 

📺 https://t.co/bM4CLYHu2W https://t.co/25NxCkh9wZ"	LeBatardShow
1	2022-05-30 03:19:25+00:00	1531113020302188545	https://t.co/JcGhxaeFaZ	LeBatardShow
2	2022-05-30 02:44:43+00:00	1531104289057214464	#Culture https://t.co/EmRl3k9eYJ	LeBatardShow
3	2022-05-30 00:59:37+00:00	1531077840065675265	Best buds #HEATCulture #HeatIn7 https://t.co/fKfda8ZWkM	LeBatardShow
4	2022-05-30 00:44:28+00:00	1531074024520003584	Intrepid reporter, @__ChrisCote, discovered @RonMagill in the wild getting increasingly upset about how long his food order was taking while at Heat-Celtics. #MeadowlarkCultureCoverage https://t.co/j9PJZAEzms	LeBatardShow
5	2022-05-29 23:08:47+00:00	1531049946815905792	Goosies #HEATCulture #HeatIn7 https://t.co/tBz8VMzV9J	LeBatardShow
6	2022-05-29 16:20:47+00:00	1530947268639133696	“Go Heat, B*tch” - @TheRock #HEATCulture #HeatIn7 https://t.co/N9JVWi1hC1	LeBatardShow
7	2022-05-29 13:48:31+00:00	1530908951713304577	#HEATCulture https://t.co/sePRfvjnW5	LeBatardShow
8	2022-05-28 18:32:35+00:00	1530618052018163714	"From The Wayback Machine: Burn the Boats, via Dan's column on June 3, 2013 before the Heat's Game 7 matchup with the Indiana Pacers in the Eastern Conference Finals. #hesawriter 

🔗 https://t.co/6fHhHk3eKi https://t.co/MXm1RGGlXm"	LeBatardShow
9	2022-05-28 18:01:32+00:00	1530610236494594055	"Do you have any idea how hard it is?

To stay on top as you age?

To get to the top ... at any age?

ICYMI: Here is Dan's column on The Indestructible Empire Pat Riley Built along the bay. 

🔗 https://t.co/U5mcaLnrky https://t.co/mzO7RE0Gqk"	LeBatardShow
10	2022-05-28 15:21:34+00:00	1530569980776955905	*Viewer Discretion Advised* Unearthed audio of Heat Lifer @MichaelRyanRuiz giving up on the Miami Heat before yesterday’s game while attempting to cash out on ‘Celtics in 6’. #StartTheShave #HEATCulture https://t.co/RxbI8h2YrJ	LeBatardShow
11	2022-05-28 04:04:34+00:00	1530399605912920066	@MichaelRyanRuiz https://t.co/Fsjvf0fCmv	LeBatardShow
12	2022-05-28 03:57:16+00:00	1530397769516687360	https://t.co/5zcxFsN95K	LeBatardShow
13	2022-05-28 03:33:06+00:00	1530391689004732416	Buckets @KenTremendous https://t.co/f36aPY3KRh	LeBatardShow
14	2022-05-28 03:27:58+00:00	1530390396869693440	https://t.co/iav1Xaz9gj	LeBatardShow
15	2022-05-28 03:24:41+00:00	1530389568746299393	“Celtics in 6.” - @MichaelRyanRuiz https://t.co/3t53WPhRt9	LeBatardShow
16	2022-05-28 03:18:35+00:00	1530388033496915969	https://t.co/jXKR4J2zYq	LeBatardShow
17	2022-05-28 03:12:04+00:00	1530386393284939777	Pirates 3, Padres 0. Top of the 6th	LeBatardShow
18	2022-05-28 02:52:38+00:00	1530381503162724352	@KenTremendous https://t.co/FyRFeRgEMh	LeBatardShow
19	2022-05-28 02:38:06+00:00	1530377847457603585	https://t.co/GOFkrG39n1	LeBatardShow
20	2022-05-27 21:43:20+00:00	1530303666099572736	"#PointForward Willie Green joins @andre and @thekidet to discuss the injury (and honesty) that almost cost him, the dynamics of becoming a Black head coach, making sure his guys are growing off the court, and more.🏀
🔴 https://t.co/uKFWuVcdaa 🔵 https://t.co/klyDdIZrBg https://t.co/XXFHqfpfFX"	LeBatardShow
21	2022-05-27 21:40:00+00:00	1530302827507204098	"“We are the backbones of not only our families, but of this country…we get the least amount of respect.” - Be sure to check out @elleduncanESPN’s new project “Love Letters To Black Women”. 
@ReneeMontgomery @MontgomeryCoPod 
👑 https://t.co/VJugvf1zSM
👑 https://t.co/ouraQHkRwz https://t.co/nluKkkMB7i"	LeBatardShow
22	2022-05-27 14:04:16+00:00	1530188137288310790	"“I would not call myself a journalist, I’m an entertainer.” - @elleduncanESPN breaks down some of the differences between analysts, journalists, &amp; reporters while debunking the idea that ‘journalism is dead’. #MoCo 
@ReneeMontgomery @MontgomeryCoPod 
🎙 https://t.co/BUlNSjoWrX https://t.co/OBQEfDxPvI"	LeBatardShow
23	2022-05-27 13:55:34+00:00	1530185950923472899	I don’t expect the Heat to win again. I also don’t make long-term assessments on 2-game samples. Or the last half, which is the difference in this series. Miami is broken. Boston, too. Lowry/Butler/Herro ain’t this. This ain’t the team that made it here. Or the sport, even. - Dan	LeBatardShow
24	2022-05-27 13:49:49+00:00	1530184502206775296	"It's time for a little game of Refran Del Dia with Papi and @_lulank as well as evil cat @billygil 🐈

🎙https://t.co/MnFJ7e6w1e https://t.co/ZnzaFAQixS"	LeBatardShow
25	2022-05-27 13:45:59+00:00	1530183539836207106	"Polls of the Week (feauturing Papi)🏁
Presented by @AdvanceAuto🏁

🎙https://t.co/MnFJ7e6w1e https://t.co/k5z8oTAQ3U"	LeBatardShow
26	2022-05-27 12:42:26+00:00	1530167545663213570	"“How is it ok?…Every parent in America just has to live with the fact it may be the last time that they ever see they’re child again.” - an emotional @BillyCorben opens up and speaks out against gun violence on this week’s episode of #BecauseMiami.
🎙 https://t.co/BVlc1CD7ef https://t.co/4dU329tJ12"	LeBatardShow
27	2022-05-27 12:20:32+00:00	1530162034779856897	"It's a jam-packed episode of #MysteryCrate as Chris, Jess, Jeremy, &amp; Billy chat about insecurities, old accents, deleting Twitter, &amp; Americans traveling abroad. Plus, Ryan Cortes joins the crew to discuss his wardrobe, #HEATCulture , &amp; beef with Billy.
🎙 https://t.co/qwUqyo9X68 https://t.co/ILKGUSggzF"	LeBatardShow
28	2022-05-27 03:50:57+00:00	1530033791338692624	The fans are throwing stuff at Chuck 👀 https://t.co/C9VMnd4qPu	LeBatardShow
29	2022-05-27 03:46:29+00:00	1530032669727277061	6 Finals in 8 years ✨ #DubNation https://t.co/H9yCrhOpcZ	LeBatardShow
30	2022-05-27 02:08:00+00:00	1530007882749575174	@jga41agher https://t.co/bGmFd6kRb0	LeBatardShow
31	2022-05-26 23:11:15+00:00	1529963403732738065	"“The whole point of the NCAA taking over women’s sports was so that they could institute ways to not comply with Title IX.” - @katefagan3 on 90% non-compliance with @hbryant42 &amp; @DarthAmin on #TheMeadowlarkers🪶
📺 https://t.co/bAOaR5juOT
🎙 https://t.co/x5etSYaqHs https://t.co/NLPm5Noka3"	LeBatardShow
32	2022-05-26 18:26:02+00:00	1529891628298686464	"""They will live with that even though he's a good pull-up jump shooter"" – @realStanVG brought expert analysis in pointing out an important change Celtics coach Ime Udoka made that caused Jimmy Butler to shoot just 5 free throws in the last two games. 

📺 https://t.co/wsRgG8oKKp https://t.co/bvo4gWY8nN"	LeBatardShow
33	2022-05-26 18:20:18+00:00	1529890182580908040	"You heard it here first: @realStanVG says Marcus Smart (alleged DPOY) is tied for 5th-best defender on the Celtics. Fifth. 

📺 https://t.co/wsRgG8oKKp https://t.co/VeYjXV0xdB"	LeBatardShow
34	2022-05-26 18:16:32+00:00	1529889235951669248	"""I don't think he's afraid, I think he's just small."" – @realStanVG on why Bam Adebayo has struggled against Robert Williams and Al Horford. 

📺 https://t.co/wsRgG8oKKp https://t.co/LKaihv5vDs"	LeBatardShow
35	2022-05-26 17:20:32+00:00	1529875142331052032	"Thank you to Doc Rivers for joining us today to discuss Joel Embiid's cryptic tweet about the Miami Heat last night 😂@darthamin

📺 https://t.co/pWqPSVloe1 https://t.co/PoSImsE8ZQ"	LeBatardShow
36	2022-05-26 17:16:04+00:00	1529874018152636416	"""Duncan Robinson is a COWARD."" – an unhinged and rabid @MichaelRyanRuiz lost his mind today while ripping the Miami Heat. 

📺 https://t.co/pWqPSVloe1 https://t.co/YDuW9Idncn"	LeBatardShow
37	2022-05-26 17:07:38+00:00	1529871894832459777	"""I don't want to see the team go out like this, scared to shoot. We're absolutely shook."" – @MichaelRyanRuiz on how he feels with the Heat now down 3-2 to the Celtics in the Eastern Conference Finals. 

📺 https://t.co/pWqPSVloe1 https://t.co/mohogJNg65"	LeBatardShow
38	2022-05-26 16:14:19+00:00	1529858477249667072	"“You don’t let an 18 year old walk in and buy two assault weapons…that is just pure foolishness.” - John Skipper
🎙 https://t.co/3XgpOKLSql
📺 https://t.co/2MdaM3y5jA https://t.co/Ojt9J8j5st"	LeBatardShow
39	2022-05-26 16:06:10+00:00	1529856427501703174	"“We need to do something now…it’s time to hold the people accountable...” - John Skipper speaks out on gun violence.
🎙 https://t.co/3XgpOKLSql
📺 https://t.co/SpZdHNErYT https://t.co/1z47s9ZEAS"	LeBatardShow
40	2022-05-26 15:57:19+00:00	1529854201718767621	"“I think that we CAN do something.” 
- @DavidPSamson speaks out on the recent tragedies around the U.S. and the undeniable value of voting.
🎙 https://t.co/3XgpOKLSql
📺 https://t.co/2MdaM3y5jA https://t.co/rJtWt2kvH3"	LeBatardShow
41	2022-05-26 14:58:18+00:00	1529839350309076994	@daakardior @MichelleDBeadle @talkhoops @DarthAmin @DraftKings @CornPuzzle Those deer were paid actors in costumes.	LeBatardShow
42	2022-05-26 14:55:50+00:00	1529838729824722947	"#CINEPHOBE with @MichelleDBeadle 🔥
@DarthAmin @talkhoops @CornPuzzle 
🚛 https://t.co/MtkNcUJ7OQ 🚚 https://t.co/b1Uiok0FTc https://t.co/uu9lzOqzNK"	LeBatardShow
43	2022-05-26 14:31:59+00:00	1529832724135038976	"#CINEPHOBE Zach, Amin, &amp; Mayes are just a couple of road twitches stuck at @MichelleDBeadle’s truck stop hoping to survive the rise of the machines caused by a radioactive comet coating the world in a fine layer of lime green chaos.☄️⛽️💥
🚛 https://t.co/MtkNcUJ7OQ https://t.co/34xfsE8kKK"	LeBatardShow
44	2022-05-26 14:16:21+00:00	1529828793761808384	“The only team that can beat Golden State is a team of Al Horfords.” - Jon Weiner https://t.co/KZkfdJorIg	LeBatardShow
45	2022-05-26 14:04:05+00:00	1529825703612383234	"“It’s not rocket science…if you give these women a platform, people are going to show up.” - @elleduncanESPN on the importance and natural attraction of compelling storylines within men and women’s sports. @MontgomeryCoPod 
👑 https://t.co/VJugveJYuc
👑 https://t.co/3S4vQsE2UN https://t.co/OwmbL6vl8v"	LeBatardShow
46	2022-05-26 13:53:22+00:00	1529823008084201476	@onetalldude891 @MontgomeryCoPod @elleduncanESPN @ReneeMontgomery @sirenagrace_ Salute to you ❤️💯	LeBatardShow
47	2022-05-26 13:18:33+00:00	1529814244069449730	"This week on @MontgomeryCoPod, the wonderful @elleduncanESPN dazzles us with her singing voice 🔥🔥🔥🔥🔥🔥
@ReneeMontgomery @sirenagrace_ 
👑 https://t.co/VJugvf1zSM
👑 https://t.co/3S4vQsms3f https://t.co/DObLIb2mZb"	LeBatardShow
48	2022-05-26 03:09:44+00:00	1529661031135453185	Play Pepas #HeatIn7 https://t.co/LIudUhYCfR	LeBatardShow
49	2022-05-26 02:55:18+00:00	1529657400919265281	@JoelEmbiid https://t.co/UU3VgN1xQE	LeBatardShow
50	2022-05-26 02:52:21+00:00	1529656657374072832	Rockets missed 27 straight threes against Golden State in a Game 7. Only time I can remember shooting like this from distance. And even they weren’t missing by throwing air balls a foot short and boulders that only hit backboard. — Dan	LeBatardShow
51	2022-05-26 02:51:51+00:00	1529656532308312064	Same. https://t.co/NaaEjvz8Xr	LeBatardShow
52	2022-05-26 02:44:26+00:00	1529654664731443201	https://t.co/TJ92BC3BKh	LeBatardShow
53	2022-05-26 02:36:01+00:00	1529652546595348480	This game needs to end with one of these threes finishing what Oladipo started and shattering the backboard — Dan	LeBatardShow
54	2022-05-26 02:24:10+00:00	1529649566835933184	Not sure how much worse this basketball would be if they were all playing underwater. — Dan	LeBatardShow
55	2022-05-26 02:18:06+00:00	1529648037613780993	The Heat’s backcourt has made one more basket than me and @Stugotz790 in the last two games. And missed 26 more shots than us. — Dan	LeBatardShow
56	2022-05-26 01:50:18+00:00	1529641041833476096	Nobody believed. They’ve shocked the world. Miami now ensured that, unless there is overtime, they can’t really lose tonight. What a dizzying emotion and ride, seeing the Heat ignore all naysayers who said they couldn’t do it to go up a dominant 2-0 in victorious quarters. — Dan	LeBatardShow
57	2022-05-26 01:46:48+00:00	1529640161289687041	@getnickwright https://t.co/3hnRDDl1EX	LeBatardShow
58	2022-05-26 01:41:52+00:00	1529638918391574528	Kendall Stand Up!!! https://t.co/wNycLA5tty	LeBatardShow
59	2022-05-26 01:39:06+00:00	1529638222703345665	First half recap: https://t.co/LcrQue674s	LeBatardShow
60	2022-05-26 01:26:12+00:00	1529634976895053824	This is like watching constipation — Dan	LeBatardShow
61	2022-05-26 01:17:53+00:00	1529632883744378880	Such grace under huge pressure. Amazing poise. This series used to be tied 2-2, but Gabe Vincent just hit a huge clutch shot late at the end to break the tie and win the thing that matters most in this series … a quarter. — Dan	LeBatardShow
62	2022-05-25 23:47:48+00:00	1529610214282080257	https://t.co/4WzEBtV0CL	LeBatardShow
63	2022-05-25 22:27:53+00:00	1529590103928078337	Refran del dia, by Papi: “Puta Madre” isn’t exactly “Your mom is a whore.” But it is, literally translated, Whore Mother. No verbs. Sentence fragment. Soto has hit a ball so hard that the pitcher is calling his own mother this for putting him on earth to have to face Soto — Dan https://t.co/y7VP3zJ5JH	LeBatardShow
64	2022-05-25 21:37:34+00:00	1529577441416695808	"""I find what I would call ""the second
amendment fetishists"" to be totally
disingenuous…I find it outrageous.” - @getnickwright weighs in on the tragedies that are plaguing our nation.
🎙 https://t.co/d9EOMHOlb3
📺 https://t.co/2MdaM3y5jA https://t.co/nMVtc1pPDq"	LeBatardShow
65	2022-05-25 18:14:47+00:00	1529526407835131905	"🚨A Dan Le Batard Show exclusive: 🚨 @michaelianblack unleashes the sock puppet dog from https://t.co/QxyTD5cc2V 😂😂😂😂

📺 https://t.co/xqCWC2ciPb https://t.co/HNPHpq08Wf"	LeBatardShow
66	2022-05-25 18:01:43+00:00	1529523118888439809	"Thanks to @michaelianblack for delighting us today on the show and clarifying that he wasn't tired, just...bored 😂😂

📺 https://t.co/hIEO7pgUVF https://t.co/JK41u2Fe7Z"	LeBatardShow
67	2022-05-25 16:33:40+00:00	1529500962867625986	"#OTLG Fellow Notre Dame alumnae, @jessica_smetana &amp; @SkyDigg4, chop it up about ol’ South Bend, then @katefagan3 shares an “Extra, Extra” that includes shots of Jack Daniels in paper cups and the phrase “pawnshop proprietor”.
☘️ https://t.co/YP4mUDfiaG ☘️ https://t.co/1tSSbG7RMv https://t.co/oTkFGOgdXT"	LeBatardShow
68	2022-05-25 16:30:26+00:00	1529500149281603584	"What is the best Miami Heat-related song the team plays? How about all of them at once including @__ChrisCote attempting to sing Pepas (poorly) 😂😂😂

🎙 https://t.co/PzYMWCloEd https://t.co/0NtXqapOTj"	LeBatardShow
69	2022-05-25 16:08:02+00:00	1529494510010515461	"""It's always based in truth and then I punch my way out of corners I find myself in."" – @getnickwright details how the tone of his take and how he delivers it informs whether he's confident in the take or not 😂😂

🎙https://t.co/CjmSpjnarU https://t.co/jH7QGxiHr7"	LeBatardShow
70	2022-05-25 15:59:00+00:00	1529492238216179712	"“I went to @LIVmiami and it hurt my nipples.” - Dan recaps the trip to the nightclub that made him realize that he was, in fact, washed. 😂
🎙 https://t.co/7VAOwYjrEK 📺 https://t.co/gltS3jlsBg https://t.co/9kg4maHO0j"	LeBatardShow
71	2022-05-25 15:48:22+00:00	1529489559339294721	✨ Follow Us On #TikTok ✨ https://t.co/aFoJnopnL4 https://t.co/4CiL7Pl8s8	LeBatardShow
72	2022-05-25 13:44:30+00:00	1529458389960515587	"“There is little worse you can say about a place than that it can’t protect its most vulnerable, but it’s something we can say about America now, without dispute...When are we going to do something?” – Dan on the tragic Uvalde, Texas school shooting.

📺 https://t.co/UX80ySaB0s https://t.co/iZeNx54qVN"	LeBatardShow
73	2022-05-25 12:49:12+00:00	1529444471754174464	"“You’re being cute for no reason.” - The @bballilluminati shares an Inconvenient Truth about fraudulent injury reports within the NBA. @tomhaberstroh 👁 @DarthAmin 👁 @CornPuzzle #BasketballIlluminati  
🏀 https://t.co/NquC6mKFa1 👁 https://t.co/tK2Xnc7gfY https://t.co/4V0zflKlQZ"	LeBatardShow
74	2022-05-25 12:07:17+00:00	1529433924694327296	Tell us you don’t have ears without telling us you don’t have ears — Dan https://t.co/tfczED2K2R	LeBatardShow
